Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_F9_82880110_190304154132.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				5.75118e+08
A0A075B6H9	A0A075B6H9				3.0334e+07
A0A075B6I0	A0A075B6I0				3.40981e+07
A0A075B6I1	A0A075B6I1				5.05678e+06
A0A075B6I9	A0A075B6I9				6.73982e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				4.86517e+06
A0A075B6J9	A0A075B6J9				3.7375e+06
A0A075B6K2	A0A075B6K2				994545
A0A075B6K4;P01715	P01715;A0A075B6K4				2.11162e+07
A0A075B6K5	A0A075B6K5				2.62446e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				2.61557e+08
A0A075B6Q5	A0A075B6Q5				6.30248e+06
A0A075B6R2	A0A075B6R2				2.13775e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.36546e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.14243e+08
A0A087WSY6	A0A087WSY6				3.13725e+08
A0A087WW87;P01614	P01614;A0A087WW87				424094
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.49164e+08
A0A0A0MS15	A0A0A0MS15				2.10234e+06
A0A0B4J1U7	A0A0B4J1U7				1.25918e+07
A0A0B4J1V0	A0A0B4J1V0				1.43248e+08
A0A0B4J1V2	A0A0B4J1V2				5.91317e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.17329e+08
A0A0B4J1Y8	A0A0B4J1Y8				3.45872e+07
A0A0B4J1Y9	A0A0B4J1Y9				3.66844e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				3.06655e+06
A0A0C4DH24	A0A0C4DH24				8.70589e+06
A0A0C4DH25	A0A0C4DH25				2.83608e+07
A0A0C4DH29	A0A0C4DH29				897055
A0A0C4DH33	A0A0C4DH33				735026
A0A0C4DH34	A0A0C4DH34				7.81487e+06
A0A0C4DH35	A0A0C4DH35				6.09385e+06
A0A0C4DH36	A0A0C4DH36				8.29878e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.60942e+07
A0A0C4DH39	A0A0C4DH39				3.7366e+06
A0A0C4DH43	A0A0C4DH43				3.11889e+07
A0A0C4DH67	A0A0C4DH67				1.77536e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				1.18425e+07
A0A0G2JMI3	A0A0G2JMI3				1.0295e+07
A0A0G2JS06	A0A0G2JS06				2.07926e+06
A0A0J9YX35	A0A0J9YX35				1.02452e+07
A0A0J9YXX1	A0A0J9YXX1				9.64398e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.10488e+08
A1L4H1	A1L4H1				9.09514e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.66174e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.90597e+06
A6NGN9	A6NGN9				6.4725e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				4.32846e+06
A6NL88	A6NL88				4.25805e+06
A6NLU5	A6NLU5				1.00744e+07
A6NML5	A6NML5				2.95024e+06
A8MTW9	A8MTW9				2.49358e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				872355
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				555498
C9JVW0	C9JVW0				1.47682e+07
I3L3R5	I3L3R5				455703
O00115;O00115-2	O00115;O00115-2				3.13149e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				6.30145e+07
O00187;O00187-2	O00187;O00187-2				3.02647e+06
O00244	O00244				1.10711e+06
O00264	O00264;O15173;O15173-2				4.89341e+06
O00299	O00299				2.06054e+06
O00339-2	O00339;O00339-2;O00339-3				4.99267e+06
O00391	O00391;O00391-2				4.2584e+07
O00451	O00451;O00451-2;O00451-3				1.95847e+07
O00461	O00461				1.04551e+07
O00462	O00462				1.03876e+07
O00468-6	O00468-6;O00468-7				1.83952e+07
O00533	O00533				5.43551e+06
O00533-2	O00533;O00533-2				1.68134e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.51527e+06
O00567	O00567				343932
O00584	O00584				1.38521e+07
O00587;O00587-2	O00587;O00587-2				178598
O00754;O00754-2	O00754;O00754-2				7.24994e+06
O14498	O14498				9.53845e+07
O14514	O14514				2.49155e+06
O14522;O14522-1	O14522;O14522-1				2.90448e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				1.65025e+06
O14594	O14594				1.77026e+08
O14657	O14657				605325
O14668	O14668				3.31956e+06
O14672	O14672				4.56645e+06
O14737;O14737-2	O14737;O14737-2				222933
O14745	O14745;O14745-2				543675
O14773	O14773				1.21081e+07
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				1.33205e+07
O14791-2	O14791;O14791-2;O14791-3				2.99022e+07
O14793	O14793				5.82417e+06
O14917;O14917-2	O14917;O14917-2				4.54496e+06
O15031	O15031				1.10877e+07
O15041;O15041-2	O15041;O15041-2				357582
O15197;O15197-3	O15197;O15197-3				9.01545e+06
O15204;O15204-2	O15204;O15204-2				5.73624e+06
O15230	O15230				4.3456e+06
O15232;O15232-2	O15232;O15232-2				2.38786e+06
O15240	O15240				1.26139e+08
O15335	O15335				5.4065e+06
O15354	O15354				3.46705e+07
O15394	O15394;O15394-2				4.26437e+07
O15466;O15466-2	O15466;O15466-2				1.52975e+06
O15540;O15540-2	O15540;O15540-2				4.86918e+06
O43155	O43155				602903
O43157	O43157;O43157-2;O43157-3				7.80013e+06
O43173	O43173				4.11347e+06
O43240	O43240				3.14122e+06
O43278;O43278-2	O43278;O43278-2				2.6726e+06
O43291	O43291				9.45932e+06
O43300	O43300				4.49086e+06
O43323	O43323				808201
O43396	O43396				319216
O43405;O43405-2	O43405;O43405-2				3.79923e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				5.9648e+07
O43505	O43505				8.73278e+08
O43508	O43508				1.19407e+06
O43529	O43529				1.14096e+07
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.28772e+07
O43567	O43567				1.4826e+07
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				2.14689e+06
O43707	O43707;P12814;P35609;Q08043;P12814-2;P12814-3;P12814-4;P35609-2				1.14162e+06
O43736;O43736-2	O43736;O43736-2				242377
O43827	O43827				8.53549e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				1.5171e+06
O43854;O43854-2	O43854;O43854-2				953414
O43866	O43866				9.24297e+06
O43909	O43909				999659
O43916	O43916				1.77913e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				1.69185e+07
O60242	O60242				1.88893e+06
O60243	O60243;O60243-2				5.26135e+06
O60245;O60245-2	O60245;O60245-2				3.467e+06
O60279	O60279				2.80124e+07
O60330;O60330-2	O60330;Q9Y5G5;Q9Y5G8;Q9Y5G9;O60330-2;Q9Y5G5-2;Q9Y5G8-2;Q9Y5G9-2				1.5345e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				970177
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				9.54632e+06
O60476	O60476				3.37338e+06
O60477;O60477-2	O60477;O60477-2				894812
O60512	O60512				1.83768e+06
O60565	O60565				469688
O60568	O60568				4.58453e+06
O60613	O60613				3.70542e+06
O60883	O60883				9.55493e+07
O60888-3	O60888;O60888-2;O60888-3				4.20742e+06
O60909;O60909-2;O60909-3	O60909;O60909-2;O60909-3				224202
O60939	O60939				7.66515e+06
O75063	O75063				3.73557e+06
O75071	O75071				9.0881e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				3.53993e+06
O75078	O75078;O75078-2				1.19728e+07
O75083	O75083;O75083-3				4.64268e+06
O75084;Q14332	O75084;Q14332				449478
O75144;O75144-2	O75144;O75144-2;O75144-3				4.11076e+07
O75173;O75173-2	O75173;O75173-2				1.7443e+07
O75326	O75326;O75326-2				3.74134e+07
O75347;O75347-2	O75347;O75347-2				2.13597e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				1.51249e+06
O75363-2	O75363-2				288624
O75368	O75368				2.80316e+06
