Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B7_81787765.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.39153e+08
A0A075B6I0	A0A075B6I0				2.36781e+07
A0A075B6I1	A0A075B6I1				1.65601e+06
A0A075B6I9;P04211	P04211;A0A075B6I9				1.42214e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.46907e+06
A0A075B6J9	A0A075B6J9				2.66531e+06
A0A075B6K4	A0A075B6K4				1.08738e+07
A0A075B6K5	P01715;P01717;P01718;P80748;A0A075B6K0;A0A075B6K2;A0A075B6K4;A0A075B6K5				2.06177e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.51669e+08
A0A075B6R2	A0A075B6R2				1.61019e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.83686e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.82761e+08
A0A087WSX0	A0A087WSX0;A0A0G2JS06				876562
A0A087WSY6	A0A087WSY6				2.36677e+08
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.83827e+08
A0A0A0MS15	A0A0A0MS15				5.63439e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				2.00394e+06
A0A0B4J1U7	A0A0B4J1U7				3.2281e+06
A0A0B4J1V0	A0A0B4J1V0				1.12329e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				5.44744e+07
A0A0B4J1Y8	A0A0B4J1Y8				8.65587e+06
A0A0B4J1Y9	A0A0B4J1Y9				4.10253e+07
A0A0C4DH25	A0A0C4DH25				2.03283e+07
A0A0C4DH30	A0A0C4DH30				321816
A0A0C4DH33	A0A0C4DH33				3.77149e+08
A0A0C4DH34	A0A0C4DH34				3.19378e+06
A0A0C4DH36	A0A0C4DH36				3.31084e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				7.02349e+07
A0A0C4DH39	A0A0C4DH39				6.3554e+06
A0A0C4DH67	A0A0C4DH67				2.1862e+07
A0A0C4DH72	P01599;A0A0C4DH72				1.9547e+07
A0A0J9YX35	A0A0J9YX35				2.02666e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				8.78058e+07
A1L4H1	A1L4H1				1.63436e+06
A2RU67	A2RU67				477473
A5D6W6	A5D6W6				1.99088e+07
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.94157e+06
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				628225
A6NGN9	A6NGN9				5.05864e+06
A6NL88	A6NL88				3.42502e+06
A6NLU5	A6NLU5				2.36134e+07
A6NML5	A6NML5				2.60614e+06
A8MTW9	A8MTW9				1.18648e+06
B4DS77;B4DS77-2	B4DS77;B4DS77-2;B4DS77-3				500235
B9A064;P0DOX8	B9A064;P0DOX8				8.77266e+07
C9JVW0	C9JVW0				5.47638e+06
I3L3R5	I3L3R5				995407
O00115;O00115-2	O00115;O00115-2				5.36549e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.4284e+07
O00187;O00187-2	O00187;O00187-2				372048
O00264	O00264;O00264-2				2.60059e+06
O00292;O00292-2;O75610	O00292;O75610;O00292-2				914495
O00299	O00299				334108
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.41508e+06
O00391	O00391;O00391-2				2.10521e+07
O00451	O00451;O00451-2;O00451-3				1.09586e+07
O00461	O00461				3.21416e+06
O00462	O00462				7.06469e+06
