Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D8_129182061.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				8.13916e+08
A0A075B6H9	A0A075B6H9				8.48366e+07
A0A075B6I0	A0A075B6I0				5.48214e+07
A0A075B6I1	A0A075B6I1				4.14711e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				4.99843e+06
A0A075B6K2	A0A075B6K2				2.67132e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				7.92267e+06
A0A075B6K5	A0A075B6K5				1.66692e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.47849e+08
A0A075B6R2	A0A075B6R2				3.45348e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.82033e+07
A0A075B6S2	A0A075B6S2;A2NJV5				4.76813e+08
A0A087WSY6	A0A087WSY6				3.06864e+08
A0A087WW87;P01614	P01614;A0A087WW87				8.67995e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				7.5289e+08
A0A0A0MS15	A0A0A0MS15				2.87056e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				2.07479e+06
A0A0A0MT89	A0A0A0MT89				1.82972e+07
A0A0B4J1U7	A0A0B4J1U7				4.25765e+07
A0A0B4J1V0	A0A0B4J1V0				2.81028e+08
A0A0B4J1V2	A0A0B4J1V2				1.1147e+07
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.54414e+08
A0A0B4J1Y8	A0A0B4J1Y8				6.32225e+07
A0A0B4J1Y9	A0A0B4J1Y9				5.28655e+06
A0A0C4DH24	A0A0C4DH24				1.09993e+07
A0A0C4DH25	A0A0C4DH25				3.01139e+07
A0A0C4DH33	A0A0C4DH33				3.3023e+06
A0A0C4DH34	A0A0C4DH34				2.60312e+07
A0A0C4DH35	A0A0C4DH35				4.37218e+06
A0A0C4DH36	A0A0C4DH36				1.2581e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.24201e+08
A0A0C4DH43	P01814;A0A0C4DH43				6.18911e+06
A0A0C4DH67	A0A0C4DH67				1.69457e+08
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				3.50378e+07
A0A0G2JS06	A0A0G2JS06				1.50038e+07
A0A0J9YX35	A0A0J9YX35				2.55631e+07
A0A0J9YXX1	A0A0J9YXX1				2.34771e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.37526e+08
A1L4H1	A1L4H1				3.43195e+07
A5D6W6	A5D6W6				3.11446e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.82373e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				1.15431e+06
A6NGN9	A6NGN9				9.22372e+06
A6NL88	A6NL88				2.25241e+06
A6NLU5	A6NLU5				2.48482e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				28447.9
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				403026
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				869058
B9A064;P0DOX8	B9A064;P0DOX8				4.76345e+08
C9JVW0	C9JVW0				8.80405e+06
I3L3R5	I3L3R5				731676
O00115;O00115-2	O00115;O00115-2				5.51693e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				6.53225e+07
O00187;O00187-2	O00187;O00187-2				1.929e+06
O00264	O00264;O15173;O15173-2				4.55935e+06
O00299	O00299				2.21246e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				3.47571e+06
O00391	O00391;O00391-2				3.89123e+07
O00451	O00451;O00451-2;O00451-3				1.9463e+07
O00461	O00461				1.0857e+07
O00462	O00462				9.55095e+06
O00468-6	O00468-6;O00468-7				1.55218e+07
O00533	O00533;O00533-2				2.13962e+08
O00533-2	O00533-2				1.29519e+07
