Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA01.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA02.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA03.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA04.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA07.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA08.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB02.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB03.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB04.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB05.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB06.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC01.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC02.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC03.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC04.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC05.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD08.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD11.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD12.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE07.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A12_CSF_949-15.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A1_CSF_670-12.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A2_CSF_248-15.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A4_CSF_86-14.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A8_CSF_471-12.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A9_CSF_695-15.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_B4_CSF_582-14.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_B7_CSF_496-15.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_B8_CSF_828-15.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_B9_CSF_851-15.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C11_CSF_986-14.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C1_CSF_656-15.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C2_CSF_1239-14.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C3_CSF_974-14.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C4_CSF_976-13.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_D4_CSF_522-13.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_F2_CSF_755.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_F3_CSF_865.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_F4_CSF_51.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_F6_CSF_134.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A10_82876065.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A2_82872920.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A3_82883165_repeat2.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A4_190104103.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A7_79061681_repeat.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A8_79114549_repeat.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A9_82544855.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D1_82545185.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D2_79110561.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D3_129189776.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D4_168751414.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_E4_190225869_repeat2.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_E5_129187004_repeat.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_E6_129188085.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_E7_81758548.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G1_82881418_repeat.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G3_79069638.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G4_190101656_repeat.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G6_168744541.mzML	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Random_20samples_from_each_dataset/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G7_79061594.mzML
A0A075B6H9	A0A075B6H9	LV469_HUMAN	IGLV4-69		2.70243e+07	2.63663e+07	1.59312e+07	1.78053e+07	3.85146e+07	4.23575e+07	1.19768e+07	2.49525e+07	2.59147e+06	2.59333e+07	3.51563e+07	2.80838e+07	3.92063e+07	1.22544e+07	1.74422e+07	1.81942e+07	3.64826e+07	5.87367e+07	2.6981e+07	1.96688e+07	4.38116e+06	6.09864e+07		1.01151e+07	2.53049e+07	1.89807e+07	9.42055e+06	6.90047e+06	1.05622e+07	4.40984e+07	4.83154e+07	1.25366e+07	1.47758e+07	1.34222e+07	3.88697e+07	1.22723e+07	6.93447e+07	3.17164e+07	5.05147e+07	1.88651e+07	1.12331e+07	5.32013e+06	3.84327e+06	1.04069e+07	1.36182e+07	1.02839e+07	3.10975e+07	3.06499e+07	1.32539e+07	4.77039e+06	5.33273e+06	1.21032e+07	1.30605e+07		1.31376e+07	2.09501e+07	9.44123e+06	1.91263e+07	4.52295e+07	3.10333e+06
A0A075B6I0	A0A075B6I0	LV861_HUMAN	IGLV8-61		1.68468e+07	4.91974e+07	9.49028e+06	1.19979e+07	3.43671e+07	1.28098e+08	2.43014e+07	4.40339e+07	2.31007e+07	5.86368e+07	1.02042e+08	3.39159e+07	3.62894e+07	5.03085e+07		1.30789e+07	6.18636e+07	2.88355e+07	2.72295e+07	1.96961e+07	9.75757e+06	5.25738e+07		4.96944e+07	5.01542e+07	3.2756e+07	2.97726e+07	2.09315e+07	2.60236e+07	1.14336e+08	9.34505e+07	2.9667e+07	2.68533e+07	4.78141e+07	5.27033e+07	9.75194e+06	3.71378e+07	4.02984e+07		6.80341e+07	3.11618e+07	4.30896e+07	3.79382e+07	1.14409e+07	4.78267e+07	8.64382e+06	4.66173e+07		3.20002e+07	2.30319e+07	3.637e+07	2.68285e+07	3.43274e+07		3.09406e+07	7.691e+07	1.38297e+07	2.16126e+07	2.12878e+07	3.31997e+07
A0A075B6I1	A0A075B6I1	LV460_HUMAN	IGLV4-60		3.81774e+06	3.99448e+06	1.19758e+06	9.88844e+06	1.3065e+07	1.71526e+07	6.90845e+06	3.08219e+06	3.73133e+06	8.87059e+06	8.50065e+06	1.18395e+07	7.59548e+06	358192	7.00674e+06	976520	1.93167e+06	1.7324e+07	6.227e+06	7.37126e+06	1.0349e+06	4.9284e+06	2.66008e+06	1.37952e+06	4.11826e+06	3.42632e+06	227553	4.84336e+06		3.08377e+06	2.97334e+07	1.06496e+06	3.39383e+06	1.10112e+07	9.03351e+06	3.25053e+06	5.84141e+06	7.53952e+06	1.34756e+07	5.26617e+06	2.06072e+06		3.58304e+06	3.02696e+06	3.9213e+06	1.82249e+06	4.03891e+06	8.95426e+06	3.43014e+06	2.33964e+06	609751	1.81103e+06	6.57715e+06		492494	1.5712e+06	7.33386e+06	2.1088e+06	9.87202e+06	365320
A0A075B6I9	A0A075B6I9	LV746_HUMAN	IGLV7-46		1.15375e+06	1.42441e+06		1.55922e+06	2.55925e+06	1.17915e+06	2.61629e+06		2.21115e+06	1.98344e+06	2.57926e+06	4.65632e+06	3.55862e+06	2.36015e+06	4.60708e+06	1.76254e+06	936210	1.97564e+06		2.89716e+06		575290		2.2967e+06					1.02863e+06		1.18266e+06	981921			6.84034e+06					1.08897e+06	1.74857e+06		4.5325e+06		1.81665e+06		1.27735e+06	2.64082e+06		999040			860810	1.29564e+06				2.77692e+06	980898	4.60474e+06
A0A075B6J1	A0A075B6J1	LV537_HUMAN	IGLV5-37		3.38731e+06	613896	1.40976e+06	785886	2.457e+06	2.83629e+06	1.75957e+06	1.35014e+06	1.96794e+06	1.47859e+06	2.61729e+06	1.90213e+06	1.48854e+06	1.1412e+06	1.77652e+06	835558	4.64843e+06	4.77504e+06	891785	2.05318e+06	195522	2.66623e+06	1.73408e+06		488809	738394	212850	1.24623e+06		162073	3.1761e+06	948824	811988	1.44978e+06	2.69997e+06	938122	2.24877e+06	1.08164e+06	2.92712e+06	2.96267e+06	5.67798e+06		3.40853e+06	753263	4.18201e+06	1.92794e+06	1.44316e+06	2.1385e+06	2.8428e+06	3.8924e+06		3.69808e+06	953865		3.35394e+06	1.85335e+06	1.49592e+06	2.88098e+06	8.83822e+06	1.0243e+06
A0A075B6J9	A0A075B6J9	LV218_HUMAN	IGLV2-18		635077	2.89272e+06	921381	142229	3.22303e+06	1.05756e+06	2.78257e+06	848774	2.30044e+06	749202	2.40658e+06	1.91653e+06	2.26639e+07	1.46521e+06	1.3425e+06	620937	1.69159e+06	2.90421e+06	999452	669504	902585	1.32433e+07	1.16064e+06	4.07864e+06	5.97885e+06	2.76012e+06	3.34365e+06	1.16209e+06	2.2531e+07	3.37384e+06	3.28552e+06	675059	1.62661e+06	3.68287e+06	1.74558e+07	1.02515e+06	4.36564e+06	1.87497e+06	3.28509e+07	3.82391e+06	1.94046e+06	3.26216e+06	4.94395e+06	1.48953e+06	4.13336e+06	3.32015e+06	3.4286e+06	5.67588e+06	4.07176e+06		2.74732e+06	5.88659e+06	1.83302e+06	4.05214e+06	1.8831e+06	8.96461e+06	3.19475e+06	2.6131e+06	3.15803e+06	7.91264e+06
A0A075B6K0	A0A075B6K0	LV316_HUMAN	IGLV3-16											1.0619e+06					241298																			422864				329929	488028				318379																446435	
A0A075B6K2	A0A075B6K2	LV312_HUMAN	IGLV3-12						3.15023e+06												2.66324e+06	1.59043e+06		637612	662167	1.48588e+06	1.51193e+06	3.16199e+06	1.01064e+06	539557	2.0736e+06	1.07806e+06	824891	1.04117e+06	2.41191e+06	1.9818e+06		392942	1.09658e+06	633118	1.2848e+06	2.98766e+06	8.98894e+06	237656		980393	3.16596e+06	677627	930949		900403	588388		439154	276286		1.01265e+06	1.28163e+06	478431	2.00848e+06	1.26345e+06	2.09506e+06	755554	1.03306e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4	LV310_HUMAN	IGLV3-10		2.70945e+06	4.03234e+06	3.3932e+06	6.89348e+06	1.16729e+07	7.68277e+06	5.31632e+06	9.84075e+06	3.13652e+06	8.64028e+06	1.12519e+07	7.25009e+06	9.10816e+06	6.14968e+06	6.80764e+06	1.81782e+06	5.86848e+06	6.1095e+06	2.61192e+06	3.24827e+06	1.9761e+06	8.17902e+06	5.25232e+06	9.54422e+06	8.66982e+06	6.19801e+06	1.83394e+06	2.87507e+06	2.21365e+06	7.56678e+06	8.09611e+06	3.75134e+06	2.77657e+06	4.28678e+06	4.04423e+06	1.78893e+07	6.22792e+06	3.81672e+06	6.85231e+06	2.79187e+06	3.20397e+06	5.97613e+06	8.67241e+06	5.80262e+06	9.95462e+06	2.94498e+06	8.01583e+06	9.45647e+06	5.75599e+06	6.11739e+06	2.63386e+06	1.30632e+07	4.28401e+06	4.52637e+06	3.63164e+06	7.53303e+06	5.44259e+06	5.67544e+06	6.19185e+06	4.70174e+06
A0A075B6K5	A0A075B6K5	LV39_HUMAN	IGLV3-9		4.75402e+06	5.75182e+06	3.05797e+06	3.23968e+06	3.49525e+06	1.68383e+07	7.48524e+06	6.27621e+06	1.03597e+07	2.2485e+06	9.78844e+06	8.0193e+06	7.80093e+06	3.2705e+06	4.45316e+06	1.7345e+06	7.09535e+06	5.15693e+06	3.64668e+06	5.95441e+06	2.68675e+06	1.60462e+07	4.71617e+06	1.08953e+07	1.07284e+07	8.37387e+06	3.51077e+06	5.01671e+06	4.57007e+06	1.17292e+07	1.30422e+07	4.81299e+06	8.84018e+06	4.10444e+06	9.81044e+06	6.02788e+06	1.51187e+07	1.58611e+07	1.07033e+07	3.78215e+06	9.43819e+06	8.10271e+06	5.53182e+07	4.00199e+06	1.41416e+07	3.78301e+06	1.53014e+07	1.15978e+07	3.30516e+06	4.89984e+06	2.08144e+06	2.24849e+07	4.72342e+06	6.58415e+06	3.17512e+06	9.57315e+06	4.4744e+06	1.20321e+07	1.05876e+07	9.19176e+06
A0A075B6K6	A0A075B6K6	LV403_HUMAN	IGLV4-3		1.40705e+06																1.41655e+06			288083		451694												294770	1.16861e+07			950225							609266													606887		1.13179e+06
A0A075B6P5;P01615	P01615;A0A075B6P5	KV228_HUMAN;KVD28_HUMAN	IGKV2-28;IGKV2D-28		7.10881e+07	1.37333e+08	8.49083e+07	7.02022e+07	1.30444e+08	1.96306e+08	3.06527e+08	1.09359e+08	1.43861e+08	1.13879e+08	2.12754e+08	2.14734e+08	1.37933e+08	1.15086e+08	1.01303e+08	1.00351e+08	2.81989e+08	2.51068e+08	9.57554e+07	1.65644e+08	1.1559e+08	4.71617e+08	1.7889e+08	5.27586e+08	3.65027e+08	1.97776e+08	1.37184e+08	3.49444e+08	2.2722e+08	3.32897e+08	3.4574e+08	3.01932e+08	1.79978e+08	3.25923e+08	2.45759e+08	1.29409e+08	1.29665e+09	3.35972e+08	3.96712e+08	3.05134e+08	2.36555e+08	3.19578e+08	5.53843e+08	2.23675e+08	5.41147e+08	1.62777e+08	3.3029e+08	4.20547e+08	2.90358e+08	3.80164e+08	8.7362e+07	1.64462e+08	1.75109e+08	2.52484e+08	1.9737e+08	4.32714e+08	4.86585e+08	2.47912e+08	2.81665e+08	1.97881e+08
A0A075B6Q5	A0A075B6Q5	HV364_HUMAN	IGHV3-64			635909	875002	866823		3.86305e+06	1.19605e+06	7.48977e+06	623865	1.06157e+06	1.4967e+06	2.12002e+06			786484		2.93918e+06			474571	665567	540779	2.15743e+06	1.44969e+06	3.37262e+06	2.6332e+06		1.65563e+06	7.38499e+06	3.82741e+06	9.3141e+06	1.1752e+06			3.77003e+06		1.23441e+07	2.59757e+06	3.07832e+06	2.14083e+06	1.76661e+06		2.05849e+06	1.90852e+06	6.41099e+06	536649		2.00605e+06		1.54927e+06	1.26688e+06	1.67023e+06	1.65052e+06	1.94006e+06				5.03008e+06	2.52143e+06	580235
A0A075B6R2	A0A075B6R2	HV404_HUMAN	IGHV4-4		4.45387e+06	9.26163e+06	8.29975e+06	1.20859e+07	1.43667e+07	3.95486e+07	1.78441e+07	4.26241e+06	1.20354e+07	1.27196e+07	3.51017e+06	1.753e+07	1.61225e+07	1.18111e+07	1.26466e+06	9.25884e+06	7.41669e+06	3.54647e+06	1.54511e+07	1.23832e+07	4.5407e+06	2.74885e+07	1.1242e+06	1.2002e+07	7.82366e+06	8.2837e+06	5.78327e+06	9.63644e+06	1.09684e+07	1.23414e+07	2.32459e+07	1.04454e+07	1.19483e+07	2.11099e+07	1.11618e+07	8.69449e+06	5.31381e+06	1.38561e+07	3.34616e+07	1.87713e+07	1.15162e+06	2.83291e+06	1.93785e+07	1.61915e+07	1.26452e+07	5.81188e+06	4.08856e+06	1.01173e+07	4.74957e+06	8.05961e+06	5.80898e+06	7.79994e+06	6.7484e+06	2.90697e+06	1.5314e+07	7.60074e+06	8.83652e+06	1.19514e+07	1.41046e+07	7.44433e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68	KV224_HUMAN;KVD24_HUMAN	IGKV2-24;IGKV2D-24		2.29432e+07	2.80185e+07	1.66707e+07	1.59699e+07	4.8056e+07	6.45751e+07	2.78135e+07	4.24929e+07	7.55361e+07	1.99077e+07	3.80195e+07	4.2905e+07	7.03015e+07	2.54496e+07	4.02788e+07	1.76549e+07	4.41013e+07	3.75908e+07	7.68484e+07	3.50852e+07	1.44903e+07	4.61607e+07	4.76087e+07	3.66471e+07	2.60578e+07	2.41724e+07	2.16597e+07	8.56785e+06	1.23522e+07	4.95504e+07	3.06418e+07	3.22358e+07	9.72518e+06	2.55766e+07	1.80925e+07	1.81446e+07	5.07569e+07	3.83561e+07	3.86171e+07	5.06964e+07	2.65872e+07	4.39909e+07	1.78871e+07	1.74784e+07	4.38865e+07	1.19538e+07	3.6537e+07	4.39437e+07	1.30408e+07	2.3739e+07	9.97137e+06	3.63692e+07	1.82979e+07	5.90011e+07	1.06498e+07	1.65597e+07	2.31513e+07	5.96937e+07	1.63227e+07	4.93688e+07
